Name,Rank,Industry,Headquarters_State,Revenues,year
CF Industries Holdings,594,Chemicals,IL,,2018
Carlisle,595,"Building Materials, Glass",AZ,,2018
Silgan Holdings,596,"Packaging, Containers",CT,,2018
Bemis,597,"Packaging, Containers",WI,,2018
CA,598,Computer Software,NY,,2018
Hub Group,599,Transportation and Logistics,IL,,2018
Worldpay,600,Financial Data Services,OH,,2018
Ingles Markets,601,Food and Drug Stores,NC,,2018
Snap-on,602,Industrial Machinery,WI,,2018
Dentsply Sirona,603,Medical Products and Equipment,PA,,2018
Calumet Specialty Products,604,Petroleum Refining,IN,,2018
Global Payments,605,Financial Data Services,GA,,2018
Encompass Health,606,Health Care: Medical Facilities,AL,,2018
Martin Marietta Materials,607,"Building Materials, Glass",NC,,2018
Nasdaq,608,Securities,NY,,2018
Leggett & Platt,609,"Home Equipment, Furnishings",MO,,2018
Universal Forest Products,610,"Building Materials, Glass",MI,,2018
Sally Beauty Holdings,611,Specialty Retailers: Other,TX,,2018
Flowers Foods,612,Food Consumer Products,GA,,2018
Barnes & Noble,613,Specialty Retailers: Other,NY,,2018
American Equity Investment Life,614,"Insurance: Life, Health (stock)",IA,,2018
Vulcan Materials,615,"Building Materials, Glass",AL,,2018
Taylor Morrison Home,616,Homebuilders,AZ,,2018
Westinghouse Air Brake,617,Industrial Machinery,PA,,2018
Crestwood Equity Partners,618,Energy,TX,,2018
Iron Mountain,619,Diversified Outsourcing Services,MA,,2018
Lennox International,620,Industrial Machinery,TX,,2018
General Cable,621,"Electronics, Electrical Equip.",KY,,2018
American Eagle Outfitters,622,Specialty Retailers: Apparel,PA,,2018
Church & Dwight,623,Household and Personal Products,NJ,,2018
Platform Specialty Products,624,Chemicals,FL,,2018
JELD-WEN Holding,625,"Building Materials, Glass",NC,,2018
OneMain Holdings,626,Diversified Financials,IN,,2018
Colfax,627,Industrial Machinery,MD,,2018
Zebra Technologies,628,"Electronics, Electrical Equip.",IL,,2018
Andersons,629,Food Production,OH,,2018
TD Ameritrade Holding,630,Securities,NE,,2018
Carlyle Group,631,Securities,DC,,2018
Hubbell,632,"Electronics, Electrical Equip.",CT,,2018
Trinity Industries,633,Transportation Equipment,TX,,2018
Darling Ingredients,634,Food Production,TX,,2018
Flowserve,635,Industrial Machinery,TX,,2018
Antero Resources,636,"Mining, Crude-Oil Production",CO,,2018
Skyworks Solutions,637,Semiconductors and Other Electronic Components,MA,,2018
Landstar System,638,"Trucking, Truck Leasing",FL,,2018
Buckeye Partners,639,Pipelines,TX,,2018
MRC Global,640,"Oil and Gas Equipment, Services",TX,,2018
CME Group,641,Securities,IL,,2018
Greif,642,"Packaging, Containers",OH,,2018
Nexeo Solutions,643,Wholesalers: Diversified,TX,,2018
Cooper-Standard Holdings,644,Motor Vehicles and Parts,MI,,2018
Urban Outfitters,645,Specialty Retailers: Apparel,PA,,2018
LSC Communications,646,"Publishing, Printing",IL,,2018
Sabre,647,Internet Services and Retailing,TX,,2018
Green Plains,648,Energy,NE,,2018
Hexion,649,Chemicals,OH,,2018
Stericycle,650,Waste Management,IL,,2018
Warner Music Group,651,Entertainment,NY,,2018
Ventas,652,Real estate,IL,,2018
ScanSource,653,Wholesalers: Electronics and Office Equipment,SC,,2018
Pinnacle West Capital,654,Utilities: Gas and Electric,AZ,,2018
Scripps Networks Interactive,655,Entertainment,TN,,2018
Alexion Pharmaceuticals,656,Pharmaceuticals,CT,,2018
Pitney Bowes,657,"Computers, Office Equipment",CT,,2018
CIT Group,658,Commercial Banks,NY,,2018
Country Financial,659,Insurance: Property and Casualty (Mutual),IL,,2018
CUNA Mutual Group,660,"Insurance: Life, Health (stock)",WI,,2018
Triumph Group,661,Aerospace and Defense,PA,,2018
TransDigm Group,662,Aerospace and Defense,OH,,2018
Allegheny Technologies,663,Metals,PA,,2018
Resolute Forest Products,664,Forest and Paper Products,SC,,2018
Acuity Brands,665,"Electronics, Electrical Equip.",GA,,2018
Abercrombie & Fitch,666,Specialty Retailers: Apparel,OH,,2018
KLA-Tencor,667,Semiconductors and Other Electronic Components,CA,,2018
Weis Markets,668,Food and Drug Stores,PA,,2018
Puget Energy,669,Utilities: Gas and Electric,WA,,2018
Mednax,670,Health Care: Pharmacy and Other Services,FL,,2018
Kar Auction Services,671,Wholesalers: Diversified,IN,,2018
PolyOne,672,Chemicals,OH,,2018
FMC,673,Chemicals,PA,,2018
Edwards Lifesciences,674,Medical Products and Equipment,CA,,2018
Microchip Technology,675,Semiconductors and Other Electronic Components,AZ,,2018
Amerco,676,"Trucking, Truck Leasing",NV,,2018
Mercury General,677,Insurance: Property and Casualty (Stock),CA,,2018
American National Insurance,678,"Insurance: Life, Health (stock)",TX,,2018
Carter's,679,Apparel,GA,,2018
International Flavors & Fragrances,680,Chemicals,NY,,2018
Aaron's,681,Specialty Retailers: Other,GA,,2018
Alliant Energy,682,Utilities: Gas and Electric,WI,,2018
EQT,683,Energy,PA,,2018
Monster Beverage,684,Beverages,CA,,2018
BMC Stock Holdings,685,Wholesalers: Diversified,GA,,2018
Ryerson Holding,686,Metals,IL,,2018
Equifax,687,Financial Data Services,GA,,2018
Regal Beloit,688,"Electronics, Electrical Equip.",WI,,2018
Old Dominion Freight Line,689,"Trucking, Truck Leasing",NC,,2018
American Water Works,690,Miscellaneous,NJ,,2018
BGC Partners,691,Securities,NY,,2018
Brink's,692,Diversified Outsourcing Services,VA,,2018
Meritor,692,Motor Vehicles and Parts,MI,,2018
Sentry Insurance Group,694,Insurance: Property and Casualty (Mutual),WI,,2018
Sanderson Farms,695,Food Production,MS,,2018
KapStone Paper & Packaging,696,"Packaging, Containers",IL,,2018
Gartner,697,Information Technology Services,CT,,2018
IAC/InterActiveCorp,698,Internet Services and Retailing,NY,,2018
Tailored Brands,699,Specialty Retailers: Apparel,TX,,2018
WABCO Holdings,700,Motor Vehicles and Parts,MI,,2018
Insperity,701,Diversified Outsourcing Services,TX,,2018
Comerica,702,Commercial Banks,TX,,2018
TriNet Group,703,Diversified Outsourcing Services,CA,,2018
Avaya Holdings,704,Information Technology Services,CA,,2018
Ashland Global Holdings,705,Chemicals,KY,,2018
Meritage Homes,706,Homebuilders,AZ,,2018
SkyWest,707,Airlines,UT,,2018
USG,708,"Building Materials, Glass",IL,,2018
Southwestern Energy,709,"Mining, Crude-Oil Production",TX,,2018
Keysight Technologies,710,"Scientific,Photographic and Control Equipment",CA,,2018
Regal Entertainment Group,711,Entertainment,TN,,2018
Mutual of America Life Insurance,712,"Insurance: Life, Health (Mutual)",NY,,2018
Paychex,713,Diversified Outsourcing Services,NY,,2018
Brinker International,714,Food Services,TX,,2018
Penn National Gaming,715,"Hotels, Casinos, Resorts",PA,,2018
Gannett,716,"Publishing, Printing",VA,,2018
Visteon,717,Motor Vehicles and Parts,MI,,2018
Pinnacle Foods,718,Food Consumer Products,NJ,,2018
Intuitive Surgical,719,Medical Products and Equipment,CA,,2018
Continental Resources,720,"Mining, Crude-Oil Production",OK,,2018
Service Corp. International,721,Miscellaneous,TX,,2018
Scientific Games,722,"Hotels, Casinos, Resorts",NV,,2018
Albemarle,723,Chemicals,NC,,2018
Atmos Energy,724,Utilities: Gas and Electric,TX,,2018
Hologic,725,Medical Products and Equipment,MA,,2018
H&R Block,726,Diversified Financials,MO,,2018
Qorvo,727,Semiconductors and Other Electronic Components,NC,,2018
Steelcase,728,"Home Equipment, Furnishings",MI,,2018
Univision Communications,729,Entertainment,NY,,2018
Worthington Industries,730,Metals,OH,,2018
Timken,731,Industrial Machinery,OH,,2018
A.O. Smith,732,"Electronics, Electrical Equip.",WI,,2018
PriceSmart,733,General Merchandisers,CA,,2018
Stifel Financial,734,Securities,MO,,2018
Brown-Forman,735,Beverages,KY,,2018
Cinemark Holdings,736,Entertainment,TX,,2018
Granite Construction,737,"Engineering, Construction",CA,,2018
Dycom Industries,738,"Engineering, Construction",FL,,2018
Clean Harbors,739,Waste Management,MA,,2018
First Solar,740,Energy,AZ,,2018
Scotts Miracle-Gro,741,Chemicals,OH,,2018
Cracker Barrel Old Country Store,742,Food Services,TN,,2018
Triple-S Management,743,Health Care: Insurance and Managed Care,PR,,2018
First Republic Bank,744,Commercial Banks,CA,,2018
ServiceMaster Global Holdings,745,Diversified Outsourcing Services,TN,,2018
PC Connection,746,Specialty Retailers: Other,NH,,2018
Genesco,747,Specialty Retailers: Apparel,TN,,2018
Medical Mutual of Ohio,748,"Insurance: Life, Health (Mutual)",OH,,2018
MSC Industrial Direct,749,Wholesalers: Diversified,NY,,2018
Legg Mason,750,Securities,MD,,2018
Hyster-Yale Materials Handling,751,Industrial Machinery,OH,,2018
Apollo Global Management,752,Securities,NY,,2018
Citrix Systems,753,Computer Software,FL,,2018
Acadia Healthcare,754,Health Care: Medical Facilities,TN,,2018
Varian Medical Systems,755,Medical Products and Equipment,CA,,2018
Groupon,756,Internet Services and Retailing,IL,,2018
Aleris,757,Metals,OH,,2018
Sprague Resources,758,Wholesalers: Diversified,NH,,2018
Cooper Tire & Rubber,759,Motor Vehicles and Parts,OH,,2018
Hain Celestial Group,760,Food Consumer Products,NY,,2018
Penn Mutual Life Insurance,761,"Insurance: Life, Health (stock)",PA,,2018
Colony Capital,762,Real estate,CA,,2018
ArcBest,763,"Trucking, Truck Leasing",AR,,2018
Presidio,764,Information Technology Services,NY,,2018
TRI Pointe Group,765,Homebuilders,CA,,2018
Annaly Capital Management,766,Diversified Financials,NY,,2018
G-III Apparel Group,767,Apparel,NY,,2018
AMC Networks,768,Entertainment,NY,,2018
Enable Midstream Partners,769,Pipelines,OK,,2018
Ciena,770,Network and Other Communications Equipment,MD,,2018
DSW,771,Specialty Retailers: Apparel,OH,,2018
Convergys,772,Diversified Outsourcing Services,OH,,2018
Park Hotels & Resorts,773,Real estate,VA,,2018
Pool,774,Wholesalers: Diversified,LA,,2018
Fossil Group,775,Apparel,TX,,2018
Domino's Pizza,776,Food Services,MI,,2018
Crane,777,Industrial Machinery,CT,,2018
Caleres,778,Specialty Retailers: Apparel,MO,,2018
Tempur Sealy International,779,"Home Equipment, Furnishings",KY,,2018
Tetra Tech,780,"Engineering, Construction",CA,,2018
Illumina,781,"Scientific,Photographic and Control Equipment",CA,,2018
Valmont Industries,782,Metals,NE,,2018
Hill-Rom Holdings,783,Medical Products and Equipment,IL,,2018
Unisys,784,Information Technology Services,PA,,2018
Zions Bancorp.,785,Commercial Banks,UT,,2018
Sinclair Broadcast Group,786,Entertainment,MD,,2018
Louisiana-Pacific,787,"Building Materials, Glass",TN,,2018
Mettler-Toledo International,788,"Scientific,Photographic and Control Equipment",OH,,2018
Synopsys,789,Computer Software,CA,,2018
Kemper,790,Insurance: Property and Casualty (Stock),IL,,2018
Cabot,791,Chemicals,MA,,2018
Great Plains Energy,792,Utilities: Gas and Electric,MO,,2018
Rent-A-Center,793,Specialty Retailers: Other,TX,,2018
Hawaiian Holdings,794,Airlines,HI,,2018
Revlon,795,Household and Personal Products,NY,,2018
Syneos Health,796,Health Care: Pharmacy and Other Services,NC,,2018
Public Storage,797,Real estate,CA,,2018
TTM Technologies,798,Semiconductors and Other Electronic Components,CA,,2018
Vectren,799,Utilities: Gas and Electric,IN,,2018
Trimble,800,"Scientific,Photographic and Control Equipment",CA,,2018
NOW,801,Wholesalers: Diversified,TX,,2018
Spirit Airlines,802,Airlines,FL,,2018
ASGN,803,Temporary Help,CA,,2018
Lincoln Electric Holdings,804,Industrial Machinery,OH,,2018
Prologis,805,Real estate,CA,,2018
Range Resources,806,"Mining, Crude-Oil Production",TX,,2018
Teledyne Technologies,807,Aerospace and Defense,CA,,2018
Vishay Intertechnology,808,Semiconductors and Other Electronic Components,PA,,2018
Boston Properties,809,Real estate,MA,,2018
Applied Industrial Technologies,810,Wholesalers: Diversified,OH,,2018
Graham Holdings,811,Education,VA,,2018
Amica Mutual Insurance,812,Insurance: Property and Casualty (Mutual),RI,,2018
Concho Resources,813,"Mining, Crude-Oil Production",TX,,2018
ITT,814,Industrial Machinery,NY,,2018
Kansas City Southern,815,Railroads,MO,,2018
MDC Holdings,816,Homebuilders,CO,,2018
Evergy,817,Utilities: Gas and Electric,KS,,2018
Pinnacle Entertainment,818,"Hotels, Casinos, Resorts",NV,,2018
Hawaiian Electric Industries,819,Utilities: Gas and Electric,HI,,2018
TEGNA,820,Entertainment,VA,,2018
Southwest Gas Holdings,821,Utilities: Gas and Electric,NV,,2018
Vista Outdoor,822,Miscellaneous,UT,,2018
Bon-Ton Stores,823,General Merchandisers,PA,,2018
Super Micro Computer,824,"Computers, Office Equipment",CA,,2018
Plexus,825,Semiconductors and Other Electronic Components,WI,,2018
TrueBlue,826,Temporary Help,WA,,2018
Magellan Midstream Partners,827,Pipelines,OK,,2018
Toro,828,Construction and Farm Machinery,MN,,2018
Akamai Technologies,829,Internet Services and Retailing,MA,,2018
Moog,830,Aerospace and Defense,NY,,2018
Vertex Pharmaceuticals,831,Pharmaceuticals,MA,,2018
Equity Residential,832,Real estate,IL,,2018
Selective Insurance Group,833,Insurance: Property and Casualty (Stock),NJ,,2018
AptarGroup,834,"Packaging, Containers",IL,,2018
Benchmark Electronics,835,Semiconductors and Other Electronic Components,AZ,,2018
Columbia Sportswear,836,Apparel,OR,,2018
A. Schulman,837,Chemicals,OH,,2018
Verso,838,Forest and Paper Products,OH,,2018
Digital Realty Trust,839,Real estate,CA,,2018
GNC Holdings,840,Food and Drug Stores,PA,,2018
E*Trade Financial,841,Securities,NY,,2018
Hovnanian Enterprises,842,Homebuilders,NJ,,2018
Maximus,843,Information Technology Services,VA,,2018
Twitter,844,Internet Services and Retailing,CA,,2018
Par Pacific Holdings,845,Petroleum Refining,TX,,2018
Parexel International,846,Health Care: Pharmacy and Other Services,MA,,2018
RH,847,Specialty Retailers: Other,CA,,2018
Nexstar Media Group,848,Entertainment,TX,,2018
Knight-Swift Transportation Holdings,849,"Trucking, Truck Leasing",AZ,,2018
Red Hat,850,Computer Software,NC,,2018
Belden,851,"Electronics, Electrical Equip.",MO,,2018
Boyd Gaming,852,"Hotels, Casinos, Resorts",NV,,2018
Primoris Services,853,"Engineering, Construction",TX,,2018
Gardner Denver,854,Industrial Machinery,WI,,2018
Donaldson,855,Industrial Machinery,MN,,2018
Party City Holdco,856,Specialty Retailers: Other,NY,,2018
J.Crew Group,857,Specialty Retailers: Apparel,NY,,2018
EnerSys,858,"Electronics, Electrical Equip.",PA,,2018
Guess,859,Specialty Retailers: Apparel,CA,,2018
Patterson-UTI Energy,860,"Oil and Gas Equipment, Services",TX,,2018
WGL Holdings,861,Energy,DC,,2018
Wolverine World Wide,862,Apparel,MI,,2018
Xilinx,863,Semiconductors and Other Electronic Components,CA,,2018
Vornado Realty Trust,864,Real estate,NY,,2018
Middleby,865,Industrial Machinery,IL,,2018
MPM Holdings,866,Chemicals,NY,,2018
Cleveland-Cliffs,867,"Mining, Crude-Oil Production",OH,,2018
GGP,868,Real estate,IL,,2018
Cypress Semiconductor,869,Semiconductors and Other Electronic Components,CA,,2018
Arch Coal,870,"Mining, Crude-Oil Production",MO,,2018
GMS,871,Wholesalers: Diversified,GA,,2018
Waters,872,"Scientific,Photographic and Control Equipment",MA,,2018
H.B. Fuller,873,Chemicals,MN,,2018
Affiliated Managers Group,874,Securities,FL,,2018
PerkinElmer,875,"Scientific,Photographic and Control Equipment",MA,,2018
Edgewell Personal Care,876,Household and Personal Products,MO,,2018
Maxim Integrated Products,877,Semiconductors and Other Electronic Components,CA,,2018
Knights of Columbus,878,"Insurance: Life, Health (Mutual)",CT,,2018
IDEX,879,Industrial Machinery,IL,,2018
DST Systems,880,Financial Data Services,MO,,2018
Chico's FAS,881,Specialty Retailers: Apparel,FL,,2018
Nu Skin Enterprises,882,Household and Personal Products,UT,,2018
Herman Miller,883,"Home Equipment, Furnishings",MI,,2018
NLV Financial,884,"Insurance: Life, Health (stock)",VT,,2018
Curtiss-Wright,885,Aerospace and Defense,NC,,2018
New Jersey Resources,886,Energy,NJ,,2018
REV Group,887,Motor Vehicles and Parts,WI,,2018
Mueller Industries,888,Industrial Machinery,TN,,2018
GEO Group,889,Miscellaneous,FL,,2018
Allison Transmission Holdings,890,Motor Vehicles and Parts,IN,,2018
OGE Energy,891,Utilities: Gas and Electric,OK,,2018
Cheesecake Factory,892,Food Services,CA,,2018
PRA Health Sciences,893,"Scientific,Photographic and Control Equipment",NC,,2018
Tupperware Brands,894,Household and Personal Products,FL,,2018
Euronet Worldwide,895,Financial Data Services,KS,,2018
FLEETCOR Technologies,896,Financial Data Services,GA,,2018
Nationstar Mortgage Holdings,897,Diversified Financials,TX,,2018
GoDaddy,898,Internet Services and Retailing,AZ,,2018
Blackhawk Network Holdings,899,Financial Data Services,CA,,2018
Cboe Global Markets,900,Securities,IL,,2018
Snyder's-Lance,901,Food Consumer Products,NC,,2018
Murphy Oil,902,"Mining, Crude-Oil Production",AR,,2018
CDK Global,903,Computer Software,IL,,2018
Texas Roadhouse,904,Food Services,KY,,2018
Kirby,905,Shipping,TX,,2018
Square,906,Financial Data Services,CA,,2018
Genesee & Wyoming,907,Railroads,CT,,2018
Zayo Group Holdings,908,Telecommunications,CO,,2018
NewMarket,909,Chemicals,VA,,2018
99 Cents Only Stores,910,Specialty Retailers: Other,CA,,2018
PCM,911,Wholesalers: Electronics and Office Equipment,CA,,2018
Federated Mutual Insurance,912,Insurance: Property and Casualty (Mutual),MN,,2018
HNI,913,"Home Equipment, Furnishings",IA,,2018
Hospitality Properties Trust,914,Real estate,MA,,2018
Greenbrier Cos.,915,Transportation Equipment,OR,,2018
Bio-Rad Laboratories,916,"Scientific,Photographic and Control Equipment",CA,,2018
AvalonBay Communities,917,Real estate,VA,,2018
